Video_ID,Absence or Avoidance of Eye Contact,Aggressive Behavior,Hyper- or Hyporeactivity to Sensory Input,Non-Responsiveness to Verbal Interaction,Non-Typical Language,Object Lining-Up,Self-Hitting or Self-Injurious Behavior,Self-Spinning or Spinning Objects,Upper Limb Stereotypies,Background
2GozH9rlmCM_1310_1417,0,0,0,0,0,0,0,0,0,1
2Og50jCX-PU_0_43,0,0,0,0,0,0,0,0,0,1
2VLPxMuQS9g_569_596,0,0,0,0,0,0,0,0,0,1
2ZkYXKfPjt8_10_27,0,0,0,0,0,0,0,0,0,1
2_jqBPrc6hk_279_422,0,0,0,0,0,0,0,0,0,1
2v6LfygMI3M_79_165,0,0,0,0,0,0,0,0,0,1
3CvdLQnqmF4_60_85,0,0,0,0,0,0,0,0,0,1
3RevV8Ly028_149_195,0,0,0,0,0,0,0,0,0,1
3bYMS2yzhA0_419_477,0,0,0,0,0,0,0,0,0,1
3db1LxYRQjA_0_13,0,0,0,0,0,0,0,0,0,1
3s1kIU5sgT8_419_485,0,0,0,0,0,0,0,0,0,1
3sGXND1rdUc_10_20,0,0,0,0,0,0,0,0,0,1
4AFGExJIfv4_10_42,0,0,0,0,0,0,0,0,0,1
4CN48bpOxgk_789_880,0,0,0,0,0,0,0,0,0,1
04aV3h0wZxc_159_239,0,0,0,0,0,0,0,0,0,1
4b2TOMDTOxw_29_48,0,0,0,0,0,0,0,0,0,1
4emJ_WeWIw8_490_500,0,0,0,0,0,0,0,0,0,1
4loo7b2pyqA_610_695,0,0,0,0,0,0,0,0,0,1
5GJfaMIIUk8_240_264,0,0,0,0,0,0,0,0,0,1
5bKVRX_E_30_279_325,0,0,0,0,0,0,0,0,0,1
6Gw7roS4CiE_739_836,0,0,0,0,0,0,0,0,0,1
6RgIdLgCQXk_650_737,0,0,0,0,0,0,0,0,0,1
7kMO9S037GU_300_332,0,0,0,0,0,0,0,0,0,1
7qFGp0v5s-o_29_58,0,0,0,0,0,0,0,0,0,1
8OZWB-PVK0A_1079_1117,0,0,0,0,0,0,0,0,0,1
8Rr_3YBTzeE_0_52,0,0,0,0,0,0,0,0,0,1
8wCFhIuzKF8_40_124,0,0,0,0,0,0,0,0,0,1
9INCwDczr6o_480_518,0,0,0,0,0,0,0,0,0,1
09W5i2ZBcfs_60_114,0,0,0,0,0,0,0,0,0,1
9XdlVnX18tQ_410_526,0,0,0,0,0,0,0,0,0,1
9_uhU1zSrug_780_891,0,0,0,0,0,0,0,0,0,1
10rl81tQcLU_1060_1152,0,0,0,0,0,0,0,0,0,1
21rDJlhD8EY_190_218,0,0,0,0,0,0,0,0,0,1
47awvz8fKmU_10_108,0,0,0,0,0,0,0,0,0,1
63DlY-6pjzw_79_156,0,0,0,0,0,0,0,0,0,1
73IXvnvJT_w_39_176,0,0,0,0,0,0,0,0,0,1
75HVwOGPZNs_459_498,0,0,0,0,0,0,0,0,0,1
470RYD_psSo_9_44,0,0,0,0,0,0,0,0,0,1
-5L9zNaRvco_1970_2012,0,0,0,0,0,0,0,0,0,1
-5OJ2xYXfsc_19_30,0,0,0,0,0,0,0,0,0,1
-8AOhRV7Di4_389_436,0,0,0,0,0,0,0,0,0,1
-jsCjRbOH9A_79_119,0,0,0,0,0,0,0,0,0,1
-y8iXZaDTSo_40_54,0,0,0,0,0,0,0,0,0,1
Ar4gmOGp6qA_70_188,0,0,0,0,0,0,0,0,0,1
AuL9702r_8c_20_27,0,0,0,0,0,0,0,0,0,1
BG-bUnHGY5s_0_89,0,0,0,0,0,0,0,0,0,1
BS9gX34VpkI_429_436,0,0,0,0,0,0,0,0,0,1
BY_RBFOvl14_79_107,0,0,0,0,0,0,0,0,0,1
CBxy8NxlM64_200_220,0,0,0,0,0,0,0,0,0,1
CZTCdYsSh_A_209_441,0,0,0,0,0,0,0,0,0,1
DTy-X2fhInI_0_79,0,0,0,0,0,0,0,0,0,1
Da80clKNFqA_139_226,0,0,0,0,0,0,0,0,0,1
DhttyfoFDLQ_2520_2595,0,0,0,0,0,0,0,0,0,1
DzhrFC2_xMI_20_30,0,0,0,0,0,0,0,0,0,1
ExD1sKN1pSw_0_12,0,0,0,0,0,0,0,0,0,1
FOVe6CUi9QQ_1019_1087,0,0,0,0,0,0,0,0,0,1
FiXCxfWWwPo_169_174,0,0,0,0,0,0,0,0,0,1
GKJKn5trAyE_20_31,0,0,0,0,0,0,0,0,0,1
GWSZ_aTX7Z8_20_29,0,0,0,0,0,0,0,0,0,1
GXdqzPkm8O8_1610_1637,0,0,0,0,0,0,0,0,0,1
GiIj0UFfgqk_20_32,0,0,0,0,0,0,0,0,0,1
GpjW0WWUxKc_3270_3290,0,0,0,0,0,0,0,0,0,1
H40a9My5jvY_0_5,0,0,0,0,0,0,0,0,0,1
HalD4QP4TZY_39_51,0,0,0,0,0,0,0,0,0,1
Hd8QogCNFGk_689_697,0,0,0,0,0,0,0,0,0,1
HyYhU4B_9E8_1070_1213,0,0,0,0,0,0,0,0,0,1
IRoTdu1hnJQ_1320_1364,0,0,0,0,0,0,0,0,0,1
IqnquhBTxjY_549_557,0,0,0,0,0,0,0,0,0,1
J1fIvTNcGYA_850_877,0,0,0,0,0,0,0,0,0,1
J61mtatKT1I_189_291,0,0,0,0,0,0,0,0,0,1
Jd-W-P_fGP8_0_9,0,0,0,0,0,0,0,0,0,1
JsID4ZkUMJ4_29_44,0,0,0,0,0,0,0,0,0,1
K2Zi1vh5Zd4_19_42,0,0,0,0,0,0,0,0,0,1
KUiFUELaWpo_29_92,0,0,0,0,0,0,0,0,0,1
L4Md-oLkEjw_6590_6662,0,0,0,0,0,0,0,0,0,1
LNXJtSpPjUs_139_200,0,0,0,0,0,0,0,0,0,1
LX-phYsiMdg_89_178,0,0,0,0,0,0,0,0,0,1
LXljf_Px1Ug_860_991,0,0,0,0,0,0,0,0,0,1
M0BIyktE9wg_819_884,0,0,0,0,0,0,0,0,0,1
M-UnnXBCUR4_460_590,0,0,0,0,0,0,0,0,0,1
MHERNI3pJDs_0_36,0,0,0,0,0,0,0,0,0,1
MKwo5fPbvYk_30_51,0,0,0,0,0,0,0,0,0,1
MNDEcvbGDFY_150_214,0,0,0,0,0,0,0,0,0,1
MVJ2vxg_Oe4_2099_2166,0,0,0,0,0,0,0,0,0,1
MXDcg-KOG4I_40_180,0,0,0,0,0,0,0,0,0,1
N3CJXWQXYvo_360_367,0,0,0,0,0,0,0,0,0,1
NlLcAr8aWnI_379_590,0,0,0,0,0,0,0,0,0,1
Nn1Zs_ijOZA_30_68,0,0,0,0,0,0,0,0,0,1
Nn5L-FoZ7ig_740_763,0,0,0,0,0,0,0,0,0,1
O5lruCPRcts_29_58,0,0,0,0,0,0,0,0,0,1
OMRASCzuqH8_1229_1288,0,0,0,0,0,0,0,0,0,1
P9u9tEhBrg8_80_103,0,0,0,0,0,0,0,0,0,1
PH7b3oOnkso_690_839,0,0,0,0,0,0,0,0,0,1
POrnBd_isf8_69_183,0,0,0,0,0,0,0,0,0,1
PTYxOXqPQoM_19_48,0,0,0,0,0,0,0,0,0,1
Q0-R28hOmvk_740_839,0,0,0,0,0,0,0,0,0,1
Q0KHmvbq6xw_989_1002,0,0,0,0,0,0,0,0,0,1
QBKSUTmktTk_1640_1686,0,0,0,0,0,0,0,0,0,1
QbkEi4mrcLY_9_132,0,0,0,0,0,0,0,0,0,1
R6hfxZrSe74_1600_1732,0,0,0,0,0,0,0,0,0,1
RlmKPzAGrjQ_9_17,0,0,0,0,0,0,0,0,0,1
RwyMCwB7wU4_700_768,0,0,0,0,0,0,0,0,0,1
SCyFBeIgaDc_1189_1248,0,0,0,0,0,0,0,0,0,1
SHw5ccPC7J8_970_984,0,0,0,0,0,0,0,0,0,1
SSIXpwQ1TZ4_0_38,0,0,0,0,0,0,0,0,0,1
TI4TnfvKfQU_40_74,0,0,0,0,0,0,0,0,0,1
Ts52iTDjOl0_30_45,0,0,0,0,0,0,0,0,0,1
UCshzwM6ZXo_460_539,0,0,0,0,0,0,0,0,0,1
UN40Dw1est4_1540_1572,0,0,0,0,0,0,0,0,0,1
UQyHkp8-B6E_2720_2836,0,0,0,0,0,0,0,0,0,1
UTUR_HvkiNc_199_267,0,0,0,0,0,0,0,0,0,1
UbSAJpB1wn4_0_10,0,0,0,0,0,0,0,0,0,1
UduS_eFRIDs_419_477,0,0,0,0,0,0,0,0,0,1
UlfYGPlzeck_0_17,0,0,0,0,0,0,0,0,0,1
VgHQS9aUFTw_2479_2574,0,0,0,0,0,0,0,0,0,1
Vix-kqM-W_w_979_996,0,0,0,0,0,0,0,0,0,1
VzijytdpxpE_130_183,0,0,0,0,0,0,0,0,0,1
WE6kGtuamTo_610_693,0,0,0,0,0,0,0,0,0,1
WE-peDdaA-w_3030_3056,0,0,0,0,0,0,0,0,0,1
WN6bj1V72eo_649_720,0,0,0,0,0,0,0,0,0,1
WhrQ1HHy7S8_899_974,0,0,0,0,0,0,0,0,0,1
XF3KJgApgZo_2919_2983,0,0,0,0,0,0,0,0,0,1
XzhKazpLsq0_349_356,0,0,0,0,0,0,0,0,0,1
Z8XXa2c8CF8_49_102,0,0,0,0,0,0,0,0,0,1
Zg_j9YjPpe4_90_206,0,0,0,0,0,0,0,0,0,1
ZnXsqhW0om8_989_1074,0,0,0,0,0,0,0,0,0,1
a9K14_By3zM_30_108,0,0,0,0,0,0,0,0,0,1
a82k80xwLLU_0_24,0,0,0,0,0,0,0,0,0,1
aISXCw0Pi94_20_110,0,0,0,0,0,0,0,0,0,1
bBPuLp1kW64_0_11,0,0,0,0,0,0,0,0,0,1
bDVp8qe7b4s_210_244,0,0,0,0,0,0,0,0,0,1
bXhISLqcGMM_10_140,0,0,0,0,0,0,0,0,0,1
bzjWl0Gq8HE_710_817,0,0,0,0,0,0,0,0,0,1
c0Vrhr2CyIY_550_574,0,0,0,0,0,0,0,0,0,1
c8CzjRhSiug_19_46,0,0,0,0,0,0,0,0,0,1
cIGNvpJ0rpw_490_569,0,0,0,0,0,0,0,0,0,1
cXIZC-KooVU_80_118,0,0,0,0,0,0,0,0,0,1
cyPX0M5vgaA_389_446,0,0,0,0,0,0,0,0,0,1
czH8qGcJgYI_199_307,0,0,0,0,0,0,0,0,0,1
dFtbwdTZhec_9_116,0,0,0,0,0,0,0,0,0,1
dIRF9RoycRA_1890_1980,0,0,0,0,0,0,0,0,0,1
dItAUbpTOoo_540_582,0,0,0,0,0,0,0,0,0,1
dTZjsAd7rcU_0_79,0,0,0,0,0,0,0,0,0,1
ddQNFv8JeT8_19_26,0,0,0,0,0,0,0,0,0,1
eNVy6AK02VY_500_547,0,0,0,0,0,0,0,0,0,1
edyh71THv_8_29_44,0,0,0,0,0,0,0,0,0,1
ey2Kk0Zjz9Q_330_362,0,0,0,0,0,0,0,0,0,1
fi4n4Ix8MgU_159_166,0,0,0,0,0,0,0,0,0,1
fpWTGQW_xNI_3629_3677,0,0,0,0,0,0,0,0,0,1
gETDn2KWPNE_210_268,0,0,0,0,0,0,0,0,0,1
ghTr5DV6VsY_100_168,0,0,0,0,0,0,0,0,0,1
gs_VsQ4-n4U_210_361,0,0,0,0,0,0,0,0,0,1
gwCwbzKY4XU_69_102,0,0,0,0,0,0,0,0,0,1
h2jZBDjGxl8_2000_2104,0,0,0,0,0,0,0,0,0,1
h9yMeZ9NA_g_209_235,0,0,0,0,0,0,0,0,0,1
hVZFVDpekJQ_0_5,0,0,0,0,0,0,0,0,0,1
